"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","pubmed-id","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-acr","fund-no","fund-sponsor","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","authkeywords","prism:issn","pii","prism:pageRange"
"true","https://api.elsevier.com/content/abstract/scopus_id/85184069371","SCOPUS_ID:85184069371","2-s2.0-85184069371","Big data-assisted urban governance: A comprehensive system for business documents classification of the government hotline","Zhang Z.","Engineering Applications of Artificial Intelligence",NA,"132",NA,"2024-06-01","June 2024","10.1016/j.engappai.2024.107997","The government service platform, exemplified by the government hotline, has to handle extensive volumes of business documents that contain rich and timely public opinion information and citizens’ demands. However, manual processing struggles to process large-scale text data, adversely impacting operating costs and the quality of government services. This study proposes a comprehensive system for business document classification of the government hotline (BDCGHS) in China to address these challenges. BDCGHS leverages information entropy fused with term frequency-inverse document frequency (TF-IDF) weight to mine new words from business documents of the government hotline, and store them in a new word repository. These new words optimize Chinese word segmentation and text representation for text classification. We introduce a novel data structure called nested balanced binary tree to expedite new word mining, yielding a computational speed of almost five times than the Trie trees. Comparative experiments on the THUNews and government hotline datasets validate our proposed improvement BDCGHS algorithm's superior performance 3 % over text classification algorithms. Compared to the latest bidirectional encoder representations from the transformers (BERT) model, BDCGHS enhances the accuracy of order dispatch based on business documents by almost 3 %. It has also demonstrated stable operations in two Chinese cities for over a year, yielding favorable results.","1",NA,"Journal","ar","Article","100","5","5","107997","24182",NA,"undefined",NA,"0","FALSE",NA,NA,"11","Government hotline | Information entropy | Nested balanced binary tree | New words | Text classification | TF-IDF","09521976","S0952197624001556",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85171441047","SCOPUS_ID:85171441047","2-s2.0-85171441047","A cascading model of stakeholder engagement for large-scale regional development using structured dialogical design","Michaelides M.","European Journal of Operational Research",NA,"315","1","2024-05-16","16 May 2024","10.1016/j.ejor.2023.11.050","We present a large-scale systemic intervention conducted in the wine village communities of Cyprus. The scientific aim of this paper is to contribute to expanding community operational research's purpose, scope, and tools by reflecting on a cascading engagement model of stakeholders toward regional development in Cyprus. An ad-hoc committee comprising three representatives of the Department of Town Planning and Housing, three members of the Cyprus Academy of Public Administration, and a few external consultants came up initially with about a dozen stakeholders’ categories they considered “relevant.” Using a stepwise (cascading) expansion, they eventually engaged over 200 actors representing 26 stakeholder categories. The first 29 stakeholders identified 71 obstacles to developing the wine villages using Structured Democratic Dialogue (SDD). They clustered the obstacles into themes and formed working groups to address them. Each group identified and invited experts and additional stakeholders they considered relevant to form extended theme-specific groups. Each group conducted a SWOT analysis to deepen understanding and produced a thematic vision map using SDD. A holistic vision map was constructed through a final SDD process in which participants were the authors of the most influential factors from each thematic vision map. The approach adheres to the bottom-up, community-led method and falls within community operational research and citizen science. The cascading model offers a formula for multi-methodological intervention. The stepwise bottom-up identification and engagement of stakeholders empowers and engages authentically, especially those marginalised. The expansion in numbers and the effective engagement of stakeholders creates the required momentum for societal change. We discuss the model's broader applicability, frame it within third-phase science, and suggest future directions.","1",NA,"Journal","ar","Article","100","2","2",NA,"22489","ACAP","undefined","Association Canadienne d’Anthropologie Physique","0","FALSE",NA,NA,"12","Community operational research | Large-scale reforms | Problem structuring methods | Stakeholders | Structured democratic dialogue","03772217","S0377221723009098","307-323"
"true","https://api.elsevier.com/content/abstract/scopus_id/85187695688","SCOPUS_ID:85187695688","2-s2.0-85187695688","Public environmental concern, government environmental regulation and urban carbon emission reduction—Analyzing the regulating role of green finance and industrial agglomeration","Wang Y.","Science of the Total Environment","18791026","924",NA,"2024-05-10","10 May 2024","10.1016/j.scitotenv.2024.171549","In the multifaceted realm of environmental governance, emphasizing public environmental participation as an informal regulatory mechanism, alongside the influence of formal governmental environmental regulation on regional carbon emissions, contributes to providing empirical evidence and policy insights for China's “dual‑carbon target” action plan. Using data from 282 prefecture-level cities in China from 2011 to 2020, this research develops an analytical framework for urban carbon emissions encompassing public environmental concern, environmental regulation, green finance, and industrial agglomeration. And through an amalgamation of theoretical insights and empirical validation, the study elucidates the mechanisms by which public environmental concern impact urban carbon emissions. It further delves into the mediating role of environmental regulation and the moderating effects of green finance and industrial agglomeration. It reveals that: (1) Public environmental concern significantly reduces urban carbon emissions, particularly in northern cities, non-environmental protection key cities, and resource regeneration cities. And this suppressive influence is markedly more potent via mobile platforms compared to PC channels; (2) Environmental regulation serves as a partially mediating role between public environmental concern and urban carbon emissions, suggesting that public environmental concern reduces emissions by amplifying governmental environmental oversight; (3) Both green finance and industrial agglomeration play a positive moderating role on the effect of public environmental concern in reducing urban carbon emissions.","0","38467260","Journal","ar","Article","100","5","5","171549","25349","NPOPSS","23BJL010","National Office for Philosophy and Social Sciences","0","FALSE",NA,NA,"13","Environmental regulation | Green finance | Industrial agglomeration | Public environmental concern | Urban carbon emissions","00489697","S0048969724016905",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85188458548","SCOPUS_ID:85188458548","2-s2.0-85188458548","A robust incomplete large-scale group decision-making model for metaverse metro operations and maintenance","Bai W.","Applied Soft Computing",NA,"156",NA,"2024-05-01","May 2024","10.1016/j.asoc.2024.111472","The metaverse, constructed through digital technology, serves as a virtual realm intertwining with reality. Within this context, the challenge of evaluating data from diverse sources arises, and the application of large-scale group decision-making (LSGDM) methods emerges as a viable solution. Handling incomplete information and reducing dimensionality for large-scale decision-makers (DMs) is crucial in addressing complex decision-making problems. Moreover, addressing missing data is a fundamental and pivotal concern in tackling real-world decision challenges, given the ubiquitous presence of information gaps that cannot be straightforwardly integrated into decision models. Besides, the intricacies of LSGDM amplify this challenge by introducing a wealth of DMs, thereby augmenting the complexity and diversity of decision-related information. This paper proposes an approach to supplement missing data by double-dimensions. This paper explores various facets of similarity relationships within the data to enhance data completeness. Additionally, this paper categorizes DMs into clusters based on their relevance and establishes a two-stage consensus-reaching process (CRP) that takes into account both group sizes and individual consensus contributions. These CRPs play a crucial role in enhancing the overall consistency and consensus within the decision group. Subsequently, this paper applies a robust decision-making method rooted in MULTIMOORA (Multi-Objective Optimization by Ratio Analysis plus the complete MULTIplicative form) to rank decision objects. Finally, this paper employs this proposed methodology in a practical case study that involves evaluating the operational status of a metaverse's urban construction metro system. Following these considerations, a comprehensive stability analysis of relevant parameters is conducted to guarantee the robustness and reliability of the decision-making process.","0",NA,"Journal","ar","Article","100","4","4","111472","18136","NSFC","61972238","National Natural Science Foundation of China","0","FALSE",NA,NA,"14","Granular computing | Incomplete information | Large-scale group decision-making | Metaverse | Multi-granularity","15684946","S1568494624002461",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186497319","SCOPUS_ID:85186497319","2-s2.0-85186497319","Exploring the role of public participation in delivering inclusive, quality, and resilient green infrastructure for climate adaptation in the UK","Jones J.","Cities",NA,"148",NA,"2024-05-01","May 2024","10.1016/j.cities.2024.104879","Urban Green Infrastructure (UGI) is crucial for socio-ecological systems that tackle urbanisation challenges. Participatory approaches involve the public in local environmental decision-making, and they are receiving renewed attention from academics, policymakers, and design professionals to achieve more inclusive urban development practices. This paper examines public participation in UGI delivery in the UK by evaluating the relationship between policy and practice. The study uses a mixed-methods approach, including expert interviews and a nationwide survey, to explore financing, governance, perceptions of participation, and public willingness to engage in UGI delivery. The data reveals factors that influence people's inclination to participate in UGI delivery. Attitudes toward UGI and nature are favourable, but not the primary motivators for participation in UGI-related community or conservation activities. The research highlights the potential of deliberative public participation with the right policy instruments and support infrastructure to deliver effective UGI addressing ecological and socio-cultural priorities. The research emphasises the importance of public involvement in achieving sustainable urban development and the critical role of UGI in developing socio-ecological systems that address urbanisation challenges. It also highlights differences between rhetoric and practice in inclusive urban planning discourse.","0",NA,"Journal","ar","Article","100","2","2","104879","16956",NA,"undefined",NA,"0","FALSE",NA,NA,"15","Citizen participation | Community resilience | Public perception | Social value | Urban green infrastructure","02642751","S0264275124000933",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186469968","SCOPUS_ID:85186469968","2-s2.0-85186469968","Democratic participation and smart city citizenship in emerging economies – Case of smart cities in India","Waghmare M.","Cities",NA,"148",NA,"2024-05-01","May 2024","10.1016/j.cities.2024.104910","The paper argues that sustainable Smart Cities cannot be delivered by profit-driven visions, but through a process that integrates the diverse aptitudes and needs of the city stakeholders. The study uses mixed methods to examine democratic participation in governance and the emerging notion of Smart City Citizenship in the context of India. Benchmarking and assessment of 21 smart cities reveals the existing participatory processes being “tokenistic” and a substantial deficit in democratic stakeholder participation mechanisms. A deeper assessment in Kochi and Nagpur exposes the existing barriers to citizen participation and reveals that the capacities of capable stakeholders and citizen groups can be channelised more effectively. This study promotes advancing the notion of ‘citizenship’ beyond the market to the commons. It suggests transforming urban governance into a more accountable and collaborative governance model with a stronger role and power to local government, residents, and democratic stakeholders.","0",NA,"Journal","ar","Article","100","1","1","104910","16956","WBG","undefined","World Bank Group","0","FALSE",NA,NA,"16","Democratic participation | India | Mixed methods | Smart city citizenship | Urban governance","02642751","S0264275124001240",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85187204621","SCOPUS_ID:85187204621","2-s2.0-85187204621","Urban systems exploration: A generic process for multi-objective urban planning to support decision making in early design phases","Reitberger R.","Building and Environment",NA,"254",NA,"2024-04-15","15 April 2024","10.1016/j.buildenv.2024.111360","The competition for limited urban spaces due to the growing demand for both living space and green areas causes conflicts in urban development. This paper aims to provide urban planners with a systematic multi-criteria decision making process and a supporting tool-chain. The process uses multi-objective optimization (MOO) to quantify trade-offs, allowing planners to gain a broad perspective on optimal solutions. The generic process builds an urban simulation model, applies MOO, explores the results in terms of multi-criteria trade-offs, and guides the decision making of urban planners. To enable this process, we present a tool-chain for applying a Gaussian Process Regression based MOO algorithm to a computationally expensive urban simulation model. The tool-chain allows to identify Pareto-optimal solutions and their properties with reasonable computational effort. A case study model is set up in the Grasshopper environment and couples simulation components for outdoor thermal comfort and Life Cycle Assessment. It allows to identify multi-objective trade-offs for a high-dimensional space of urban configuration degrees of freedom such as outdoor vegetation, photovoltaics, and building characteristics. We compare the workflow results to other MOO algorithms and show how it can support decision making in urban planning at early design phases. In our case study, the tool chain was able to investigate the multi dimensional space of urban configurations. It systematically identified Pareto-optimal solutions therein and reduced the number of model evaluations significantly. The case study results showcase the trade-off between lifecycle-based global warming potential (GWP) and outdoor thermal comfort. We identified the number of trees and the coverage of the east and west façades with photovoltaics as the most important parameters. The proposed process proves to be a powerful multi-criteria decision support tool for urban planners. It allows to identify and quantify the Pareto Front of competing urban target trade-offs at early design phases. Additionally, it visualizes them according to the boundary conditions of urban development. The input configurations of the obtained Pareto-solutions serve as a base of urban planning recommendations. In our case study, trees and photovoltaics prove to be good levers in the area of GWP optimal solutions. However, urban planners need to carefully coordinate inputs when aiming for a specific trade-off balance. The tool-chain and the simulation model offer further potential for investigating neighborhood typologies. Thereby, applicants can derive scalable guidance to support the sustainable transformation of the urban environment.","0",NA,"Journal","ar","Article","100","4","4","111360","26874","DFG","437788427 – RTG 2679","Deutsche Forschungsgemeinschaft","1","TRUE","all","All Open Access","17","Hyper space exploration | Life cycle assessment | Multi criteria decision making | Multi-objective optimization | Outdoor thermal comfort | Pareto front | Urban simulation | Urban Trade-off","03601323","S0360132324002026",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85187569218","SCOPUS_ID:85187569218","2-s2.0-85187569218","One-size-does-not-fit-all: The heterogeneous impact of BITs on regions participating in GPNs","Resmini L.","Papers in Regional Science","14355957","103","2","2024-04-01","April 2024","10.1016/j.pirs.2024.100013","Bilateral Investment Treaties (BITs) are vital for safeguarding and enhancing foreign investments, pivotal in Global Production Networks (GPNs). This study assesses the impact of BITs on GPNs driven by EU multinational enterprises, with a focus on regions hosting corporate headquarters due to their influence on the local economy. While considering the endogeneity of BITs and their diverse effects on GPN structures, our findings reveal a positive correlation between BITs and GPNs, notably stronger in less globally integrated regions. Additionally, the influence varies based on firms' network role (headquarters or subsidiaries) and the spatial distribution of headquarters. BITs stimulate GPNs in less internationalized regions but have minimal impact in headquarters-rich regions.","0",NA,"Journal","ar","Article","100","5","5","100013","25205","MIUR","101056793","Ministero dell’Istruzione, dell’Università e della Ricerca","1","TRUE",NA,NA,"18","BITs | Global production networks | Headquarters regions | Regional Development","10568190","S1056819024000319",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186760267","SCOPUS_ID:85186760267","2-s2.0-85186760267","The importance of climate and anthropogenic influence in precipitation partitioning in the contiguous United States","Alonso Vicario S.","Journal of Hydrology",NA,"633",NA,"2024-04-01","April 2024","10.1016/j.jhydrol.2024.130984","Understanding the process of precipitation partitioning into evapotranspiration and streamflow is fundamental for water resource planning. The Budyko framework has been widely used to evaluate the factors influencing this process. Still, its application has primarily focused on studying watersheds with minimal human influence and on a relatively small number of factors. Furthermore, there are discrepancies in the literature regarding the effects of climatic factors and land use changes on this process. To address these gaps, this study aims to quantify the influence of climate and anthropogenic activities on streamflow generation in the contiguous United States. To accomplish this, we calibrated an analytical form of the Budyko curve from 1990 to 2020 for 383 watersheds. We developed regional models of ω, a free parameter introduced to account for controls of precipitation partitioning not captured in the original Budyko equation, within different climate zones. We computed 49 climatic and landscape factors that were related to ω using correlation analysis and stepwise multiple linear regression. The findings of this study show that human activities explained a low variance of the spatial heterogeneity of ω compared with the watershed slope and the synchronization between precipitation and potential evapotranspiration, nevertheless, urban development emerged as a factor in temperate climates, whereas irrigated agriculture emerged in cold climates. In arid climates, mean annual precipitation explains less than 20% of the spatial variability in mean annual streamflow; furthermore, this climate is the most responsive to changes in ω. These results provide valuable insights into how land use and climate interact to impact streamflow generation differently in the contiguous United States contingent on the regional climate, explaining discrepancies in the literature.","0",NA,"Journal","ar","Article","100","4","4","130984","50089","NSF","1923880","National Science Foundation","0","FALSE",NA,NA,"19","Budyko | Climate zones | Land use | Streamflow | Water-energy balance","00221694","S0022169424003780",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85186536796","SCOPUS_ID:85186536796","2-s2.0-85186536796","Spatio-temporal patterns and correlation effects of regional rurality and poverty governance change: A case study of the rocky desertification area of Yunnan-Guangxi-Guizhou, China","Feng D.","Habitat International",NA,"146",NA,"2024-04-01","April 2024","10.1016/j.habitatint.2024.103044","The global urbanization process requires solving the issues of rural and poverty, and research on the coupling patterns and correlational effects of rurality and regional poverty governance change can provide references for promoting regional urban-rural integration and rural revitalization. Based on the analysis of the conceptual relationship and interaction mechanism between rurality and poverty, this paper revealed the spatio-temporal pattern evolution characteristics and correlational effects of the rurality index (RI) and poverty governance level (PGL) in 91 counties of the rocky desertification area of Yunnan-Guangxi-Guizhou (RDAYGG) in China from 2005 to 2020 by using the multi-index comprehensive evaluation, Person correlation coefficient, and fixed effects model. The results showed that (1) there are similarities and differences between rurality and poverty. The logic of rurality affecting poverty governance is that the dynamic trade-offs between the share of positive and negative rurality in a region will come to alter the local capacity for urban-rural coordinated development, and the ideal process is manifested in the weakening of negative rurality and the enhancement of positive rurality. (2) From 2005 to 2020, the RI of counties within the RDAYGG showed a pattern of continuous weakening, while the PGL showed a trend of gradual increase in the whole region, and both were holistically characterized by reverse dynamic change. (3) The regional PGL is closely related to the change of rurality. When other influencing factors remain unchanged, for every 10% reduction in the RI, the PGL will increase by about 0.4%. Future research needs to focus on crucial propositions such as the mixed turn of rurality in the new era, the construction of poverty theory in the latest stage, and the spatial-temporal coupling of rural development and poverty governance.","0",NA,"Journal","ar","Article","100","4","4","103044","13760","NSFC","41971216","National Natural Science Foundation of China","0","FALSE",NA,NA,"20","Poverty governance | Regional development | Rural revitalization | Rurality | Urban-rural relationship","01973975","S0197397524000444",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85185176684","SCOPUS_ID:85185176684","2-s2.0-85185176684","Advancing environmental justice in cities through the Mosaic Governance of nature-based solutions","Buijs A.E.","Cities",NA,"147",NA,"2024-04-01","April 2024","10.1016/j.cities.2024.104799","Nature-based solutions (NBS) are championed for providing co-benefits to cities and residents, yet their environmental justice impacts are increasingly debated. In this paper, we explore whether and how hybrid governance approaches, such as Mosaic Governance, may contribute to just transformations and sustainable cities through fostering long-term collaborations between local governments, local communities, and grassroots initiatives. Based on case studies in three major European cities, we propose and then exemplify six possible pathways to increase environmental justice: greening the neighborhood, diversifying values and practices, empowering people, bridging across communities, linking to institutions, and scaling of inclusive discourses and practices. Despite the diversity of environmental justice outcomes across cases, our results consistently show that Mosaic Governance particularly contributes to recognition justice through diversifying NBS practices in alignment with community values and aspirations. The results demonstrate the importance of a wider framing of justice in the development of NBS, sensitive to social, cultural, economic and political inequities as well understanding potential pathways to enhance not only environmental justice, but also social justice at large. Especially in marginalised communities, Mosaic Governance holds much potential to advance social justice by enabling empowering, bridging, and linking pathways across diverse communities and NBS practices.","0",NA,"Journal","ar","Article","100","6","6","104799","16956","H2020","730243","Horizon 2020 Framework Programme","1","TRUE","all","All Open Access","21","Active citizenship | Environmental justice | Just transformations | Nature-based solutions | Urban governance | Urban planning","02642751","S0264275124000131",NA
