"@_fa","prism:url","dc:identifier","eid","dc:title","dc:creator","prism:publicationName","prism:eIssn","prism:volume","prism:issueIdentifier","prism:coverDate","prism:coverDisplayDate","prism:doi","dc:description","citedby-count","prism:aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.@total","author-count.$","article-number","source-id","fund-no","openaccess","openaccessFlag","freetoread.value.$","freetoreadLabel.value.$","entry_number","prism:pageRange","authkeywords","fund-sponsor","pubmed-id","fund-acr","prism:issn","pii"
"true","https://api.elsevier.com/content/abstract/scopus_id/85189526618","SCOPUS_ID:85189526618","2-s2.0-85189526618","Empowering urban energy transition through data-driven decision-making: A statistical examination of technological innovations in transportation and mobility","Zhang F.","Sustainable Cities and Society",NA,"106",NA,"2024-07-01","1 July 2024","10.1016/j.scs.2024.105374","Urban energy consumption is a critical aspect of sustainable urban development, with technological innovations playing a pivotal role in shaping energy usage patterns. This paper presents a comprehensive analysis of urban energy consumption dynamics in relation to the adoption of technology across various sectors, including transportation, residential, industrial, and commercial domains. Through extensive data collection and advanced statistical analyses, we investigate the correlation between technology adoption rates and energy consumption behaviors in urban areas. Our findings reveal a strong positive correlation between technology adoption rates and reduced energy consumption across sectors. We employ spatial analyses to identify localized successes, shedding light on regions where technology-driven initiatives have significantly lowered energy demands. These insights offer valuable guidance for urban planners and policymakers aiming to implement targeted interventions and replicate effective strategies. Furthermore, the paper emphasizes the transformative potential of innovative solutions, ranging from smart infrastructure to industrial automation, in promoting energy efficiency and environmental sustainability. By fostering the integration of such technologies, cities can mitigate their carbon footprint, enhance energy resilience, and create more livable environments for residents. This research contributes to the discourse on urban energy transitions and provides actionable insights for urban policymakers and stakeholders striving for a greener, more sustainable urban future.","0","Journal","ar","Article","100","8","8","105374","19700194105","XLYC1908028","0","FALSE",NA,NA,"12",NA,"Energy efficiency | Spatial analysis | Sustainable urban development | Technology adoption | Urban energy consumption","Liaoning Revitalization Talents Program",NA,NA,"22106707","S2210670724002026"
"true","https://api.elsevier.com/content/abstract/scopus_id/85192469769","SCOPUS_ID:85192469769","2-s2.0-85192469769","Predicting regional sustainable development to enhance decision-making in brownfield redevelopment using machine learning algorithms","Chen I.C.","Ecological Indicators",NA,"163",NA,"2024-06-01","June 2024","10.1016/j.ecolind.2024.112117","Brownfield redevelopment and land sustainable management have many interconnected aspects, which could be evaluated by regional development. Most contaminated sites in Taiwan often lack comprehensive consideration during remediation for land reuse planning; therefore, they are operated independently from regional development. Regional development is a dynamic process; however, there is a research gap in understanding how regional development can serve as an incentive for brownfield redevelopment. This study established a model for assessing regional sustainability using machine learning (ML-RSD), that model used principal component analysis (PCA) and support vector machine (SVM) to predict the comprehensive evaluation rating of regional development at the township level and to explore the trends of regional governance sustainability. The results of ML-RSD that are compared to commonly used methods (driver-pressure-state-impact-response and entropy weight method) were consistent. Indicators such as the protection of vulnerable groups (SDG1), food security (SDG2), good health and well-being (SDG3), inclusive and equitable quality education (SDG4), environmental protection (SDG6), accessible and reliable energy (SDG7), and sustainable economic growth (SDG8) were identified as the main factors affecting regional development. Additionally, the model achieved an accuracy value exceeding 80%. Additionally, the results showed that there was no significant correlation between the delisted site (completed remediation) and regional development in southern Taiwan. The model underscored the overall lower comprehensive sustainable values for regions affected by inadequate land rehabilitation governance (SDG15). The results present that brownfield redevelopment strategies should enhance their effectiveness in land adaptation and integrating brownfield redevelopment with regional sustainable development is essential for it to become a win–win solution.","0","Journal","ar","Article","100","1","1","112117","20292","undefined","1","TRUE","all","All Open Access","13",NA,"Brownfield redevelopment | Machine learning | Principal component analysis | Regional governance sustainability | Support vector machine","Department of Earth Science and Engineering, Imperial College London",NA,"ESE","1470160X","S1470160X24005740"
"true","https://api.elsevier.com/content/abstract/scopus_id/85192143020","SCOPUS_ID:85192143020","2-s2.0-85192143020","Data-driven anatomy of hierarchical migration patterns in the United States","Yan X.","International Journal of Applied Earth Observation and Geoinformation","1872826X","130",NA,"2024-06-01","June 2024","10.1016/j.jag.2024.103825","Population migration has become a dominant force in shaping local demographic changes in the United States, surpassing natural growth rates. However, whether the migration pattern and the influential factor have distinctive disparities between hierarchical county pairs is still elusive. This study delves into the spatial diversity and driving forces behind migration patterns at the county level, with a particular focus on the disparities through an examination of migration levels and scales. We utilize county-pair-level migration data from the U.S. Census Bureau's American Community Survey to unveil the intricate network structure of population movement. Our findings reveal a pronounced spatial diversity in migration patterns, while cities witness a net influx of population, and in contrast to rural areas, majority of population inflow of cities primarily stems from metro areas. We employ Hierarchical Linear Models to analyze the impact of social connectedness, local wealthiness, and racial diversity on migration flows. The results highlight that cities with robust social networks, higher economic status, and balanced racial diversity are more attractive to migrants. Notably, the influence of racial diversity differences between origin and destination counties is found to be more significant in attracting migration compared to per capita income disparities. The findings offer valuable insights for policymakers and urban planners in managing demographic changes and addressing the challenges associated with migration-driven population redistribution. The study underscores the importance of considering social, economic, and racial factors in understanding and shaping migration patterns, with implications for regional development and social cohesion.","0","Journal","ar","Article","100","4","4","103825","39563","K Heng 20203512-02B","1","TRUE","all","All Open Access","14",NA,"Hierarchical Linear Model | Migration hierarchy | Migration scale | Racial diversity | Social connectedness",NA,NA,NA,"15698432","S1569843224001791"
"true","https://api.elsevier.com/content/abstract/scopus_id/85192073804","SCOPUS_ID:85192073804","2-s2.0-85192073804","Socio-hydrological modelling using participatory System Dynamics modelling for enhancing urban flood resilience through Blue-Green Infrastructure","Coletta V.R.","Journal of Hydrology",NA,"636",NA,"2024-06-01","June 2024","10.1016/j.jhydrol.2024.131248","Cities are complex systems characterised by interdependencies among infrastructural, economic, social, ecological, and human elements. Urban surface water flooding poses a significant challenge due to climate change, population growth, and ageing infrastructure, often resulting in substantial economic losses and social disruption. Traditional hydrological modelling approaches for flood risk management, while providing invaluable support in the analysis of hydrological dynamics of floods, lacks an understanding of the complex interplay between hydrological and non-hydrological (i.e., social, environmental, economic) aspects in an urban system, hindering effective flood risk management strategies. In this context, socio-hydrological modelling methods offer a complementary perspective to traditional hydrological models by integrating hydrological and social processes, thereby enhancing the understanding of the complex interactions driving flood resilience. The present work proposes a participatory socio-hydrological modelling approach based on System Dynamics (SD) to quantitatively analyse the interactions and feedback between flood risk and different aspects of the urban system. By combining scientific expertise with stakeholder knowledge, the modelling approach aims to provide decision-makers with a comprehensive understanding of flood dynamics and the effectiveness of resilience-building measures. Furthermore, the role of Blue-Green Infrastructure (BGI) in enhancing urban flood resilience, considering its interplay with grey infrastructure and interactions with various sub-systems, is explored. The results reveal i) the contribution of SD quantitative modelling in supporting the analysis of interactions between flood risk reduction measures and different sub-systems thus offering decision-makers actionable insights into the multifaceted nature of flood risk and resilience; ii) the added value provided by the combination of scientific and stakeholder knowledge in tailoring the model to the case study, quantifying socio-hydrological modelling dynamics limitedly explored in the scientific literature and supporting the selection of measures for increasing flood resilience; iii) the ability of BGI to provide not only hydrological benefits (mainly about the reduction of surface runoff) but also multiple social and environmental benefits (i.e., the co-benefits), especially when coupled with well-functioning grey infrastructure. Reference is made to one of the case studies of the CUSSH and CAMELLIA projects, namely Thamesmead (London, United Kingdom), a formerly inhospitable marshland currently undergoing a process of urban regeneration, with an increasing vulnerability to flooding.","0","Journal","ar","Article","100","8","8","131248","50089","209387/Z/17/Z","1","TRUE",NA,NA,"15",NA,"Blue-Green Infrastructure | Socio-hydrological modelling | Stakeholder engagement | Thamesmead | Urban flood resilience","Wellcome Trust",NA,"WT","00221694","S0022169424006437"
"true","https://api.elsevier.com/content/abstract/scopus_id/85190523139","SCOPUS_ID:85190523139","2-s2.0-85190523139","Characteristics and Problems of Smart City Construction above the Prefecture Level in China: An Exploratory Study","Chu J.","Journal of Urban Planning and Development","19435444","150","2","2024-06-01","1 June 2024","10.1061/JUPDDM.UPENG-4712","A smart city is regarded as a new form of urban development proposed by humans to cope with urban problems. Smart cities are of great interest to theoretical circles and are favored by city governments. However, in China, research on common problems and solution strategies in the process of smart city construction is still insufficient. To address this insufficiency, we utilized Python language and the Selenium library to realize a web crawler and construct a smart city corpus background library. Then, the word2vec model was used for word vectorization to divide policy texts into phrases, and 132 policies from 85 cities above the prefecture level in China were analyzed using the Gaussian mixture model (GMM). The results showed many problems in the smart city construction process in China, including the homogenization of content, the wide topic coverage, the influence of higher-level governments, the mismatch with the local situation, and the neglect of relationship governance. Moreover, an efficiency-governance model was designed, and it held certain theoretical and practical guiding significance for further promoting the healthy and sustainable development of smart city construction in China.","0","Journal","ar","Article","100","3","3","04024014","13954","20BGL219","0","FALSE",NA,NA,"16",NA,"China | Natural language processing | Policy text | Smart city | Smart city construction | Word vector","National Office for Philosophy and Social Sciences",NA,"NPOPSS","07339488",NA
"true","https://api.elsevier.com/content/abstract/scopus_id/85189932916","SCOPUS_ID:85189932916","2-s2.0-85189932916","Governing disruptive technologies for inclusive development in cities: A systematic literature review","Sha K.","Technological Forecasting and Social Change",NA,"203",NA,"2024-06-01","June 2024","10.1016/j.techfore.2024.123382","Cities are increasingly adopting advanced technologies to address complex challenges. Applying technologies such as information and communication technology, artificial intelligence, big data analytics, and autonomous systems in cities' design, planning, and management can cause disruptive changes in their social, economic, and environmental composition. Through a systematic literature review, this research develops a conceptual model linking (1) the dominant city labels relating to tech-driven urban development, (2) the characteristics and applications of disruptive technologies, and (3) the current understanding of inclusive urban development. We extend the discussion by identifying and incorporating the motivations behind adopting disruptive technologies and the challenges they present to inclusive development. We find that inclusive development in tech-driven cities can be realised if governments develop suitable adaptive regulatory frameworks for involving technology companies, build policy capacity, and adopt more adaptive models of governance. We also stress the importance of acknowledging the influence of digital literacy and smart citizenship, and exploring other dimensions of inclusivity, for governing disruptive technologies in inclusive smart cities.","0","Journal","ar","Article","100","3","3","123382","14704","undefined","1","TRUE",NA,NA,"17",NA,"Barriers | Disruptive technology | Drivers | Governance | Inclusive urban development | Smart cities","National University of Singapore",NA,"NUS","00401625","S0040162524001781"
"true","https://api.elsevier.com/content/abstract/scopus_id/85189796922","SCOPUS_ID:85189796922","2-s2.0-85189796922","Understanding the science-policy interface in urban climate governance from a co-production perspective: Insights from the cases of Hamburg and São Paulo","Schmidt L.","Environmental Science and Policy","18736416","156",NA,"2024-06-01","June 2024","10.1016/j.envsci.2024.103750","Urban governance, the interplay of governmental bodies with other actors shaping decision-making and its implementation, plays a key role for mitigation and adaptation measures in cities. While knowledge co-production is advanced as an instrumental approach to support climate action, a gap between knowledge and implementation persists. The objective of the article is to better understand the complex nature of urban climate governance with which science – through data and people – is expected to interplay with. We introduce a framework, based on the analytical lens of co-production, to unpack the entanglements of rules and norms, interests and visions, knowledge and capacities in a particular local context in order to identify aspects that may encourage meaningful knowledge co-production. We build upon two cities as case studies: Hamburg, Germany and São Paulo, Brazil. We present the results of interviews in dialogue with insights from city documents and an online workshop. We found that even though data and expertise is available, its use remains unsystematic, while climate action is mostly hampered by missing political capacity, silo mentalities, and a structural lack of resources. We identified a paradox where social transformation is addressed by technocratic solutions and a high appreciation for mutual learning in knowledge co-production processes. We conclude that to make use of its transformative potential, the implementation of knowledge co-production for climate action in practice needs to become more holistic. This includes the integration of non-climate information linked to local concerns and values as well as a shift in focus from output to its procedural benefits.","0","Journal","ar","Article","100","5","5","103750","21536","441267/2020-3","1","TRUE","all","All Open Access","18",NA,"Cities | Climate change | Climate information usability | Knowledge co-production | Knowledge-action-gap","Universität Hamburg",NA,"UH","14629011","S1462901124000844"
"true","https://api.elsevier.com/content/abstract/scopus_id/85189547338","SCOPUS_ID:85189547338","2-s2.0-85189547338","The dual organization services and governance for creative cities: A case of Hengdian World Studios","Liu F.","Cities",NA,"149",NA,"2024-06-01","June 2024","10.1016/j.cities.2024.105001","Creative industries have emerged as a powerful catalyst for urban development, prompting inquiries into how to foster the city attachment and subjective well-being of the creative class. This study develops a conceptual framework to elucidate the relationships among government public services, social organization services, city attachment, and subjective well-being. Through a case study of the Hengdian World Studios, a survey targeting the Hengpiao group (actors within the studio) was conducted, yielding 757 valid responses. The investigation revealed that both government public and social organization services exert a significant and positive influence on city attachment, with government services demonstrating a more pronounced effect. Furthermore, government public services notably impact subjective well-being, whereas social organization services do not exhibit a comparable influence. Additionally, city attachment serves as a crucial intermediary mechanism that elucidates the complex relationships among government public services, social organization services, and subjective well-being. This study contributes to the existing research on multi-subject urban governance and place-making, enriching the understanding of how urban managers can attract and enhance the place attachment of the creative class.","0","Journal","ar","Article","100","5","5","105001","16956","42071194","0","FALSE",NA,NA,"19",NA,"Creative city | Creative class | Governance | Hengdian | Place-making | Social organization","National Natural Science Foundation of China",NA,"NSFC","02642751","S0264275124002154"
"true","https://api.elsevier.com/content/abstract/scopus_id/85188917408","SCOPUS_ID:85188917408","2-s2.0-85188917408","Beyond funding: The moderating role of firms' R&amp;D human capital on government support and venture capital for regional innovation in China","Edeh J.","Technological Forecasting and Social Change",NA,"203",NA,"2024-06-01","June 2024","10.1016/j.techfore.2024.123351","Technological innovation is a cornerstone of economic growth. It is a crucial determinant of regions' competitiveness, especially for rapidly developing emerging economies. Past research remained inconclusive on whether venture capital and government subsidies to firms have a significant effect on innovation performance at the regional level. In this article, we show the determining role of investment by firms in R&D human capital. We use panel data from 31 provinces in China, covering the period 1999–2015. The results reveal that government support for firms and venture capital do not have a significant direct impact on regional innovation performance. This effect is strongly moderated by R&D human capital. The findings of this study offer practical implications for policymakers and private investors, guiding them on how to maximize the efficiency of their R&D investments for regional economic growth. They also show the importance of investment in R&D human capital for the management of technology and innovation at the firm level.","0","Journal","ar","Article","100","2","2","123351","14704","undefined","0","FALSE",NA,NA,"20",NA,"China | Emerging markets | Government support | R&amp;D | R&amp;D human capital | Regional innovation | Venture capital",NA,NA,NA,"00401625","S0040162524001471"
"true","https://api.elsevier.com/content/abstract/scopus_id/85188908150","SCOPUS_ID:85188908150","2-s2.0-85188908150","Exploring a Conceptual Framework of Spatial Governance for a Public-Private Partnership Response to Regional Uneven Development","Cheng Z.","Journal of Urban Planning and Development","19435444","150","2","2024-06-01","1 June 2024","10.1061/JUPDDM.UPENG-4738","The geographies of public-private partnership (PPP) are an important but neglected topic in urban development and planning. Few existing studies have explored the spatial heterogeneity of PPP development in different regions within a country. This article aims to explore the impact of uneven regional development on PPP development and spatial governance for PPPs as a response. First, the concept of variegated PPPs is proposed to portray and analyze the impact of uneven regional development on PPPs from the dimensions of complexity, regional differences, and the spatialization of policy based on China. Second, a conceptual framework is constructed for PPP spatial governance as a response that includes the actors, driving forces, processes, patterns, and regulations. Finally, the underlying mechanism and implications of PPP spatial governance are discussed. This article concludes that spatial governance is conducive to the development of PPPs in developing countries and promotes the performance of PPPs and policymaking. When formulating and adjusting PPP-related policies, governments from developing countries should tailor the policies to their national conditions and consider regional differences inside a country. Therefore, this article might have reference value for other countries, especially developing countries with rapid urbanization.","0","Journal","ar","Article","100","4","4","05024007","13954","undefined","0","FALSE",NA,NA,"21",NA,"China | China | Public-private partnership | Regional uneven development | Spatial governance",NA,NA,NA,"07339488",NA
